reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.55,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.6,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.65,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.7,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.75,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.8,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.85,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.9,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.95,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.975,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,04,quantile,0.99,30
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.01,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.025,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.05,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.1,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.15,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.2,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.25,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.3,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.35,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.4,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.45,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.5,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.55,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.6,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.65,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.7,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.75,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.8,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.85,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.9,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.95,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.975,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,05,quantile,0.99,12
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.01,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.025,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.05,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.1,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.15,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.2,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.25,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.3,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.35,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.4,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.45,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.5,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.55,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.6,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.65,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.7,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.75,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.8,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.85,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.9,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.95,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.975,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,06,quantile,0.99,101
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.01,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.025,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.05,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.1,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.15,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.2,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.25,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.3,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.35,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.4,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.45,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.5,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.55,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.6,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.65,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.7,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.75,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.8,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.85,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.9,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.95,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.975,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,08,quantile,0.99,42
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.01,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.025,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.05,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.1,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.15,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.2,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.25,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.3,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.35,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.4,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.45,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.5,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.55,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.6,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.65,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.7,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.75,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.8,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.85,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.9,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.95,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.975,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,09,quantile,0.99,26
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.01,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.025,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.05,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.1,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.15,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.2,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.25,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.3,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.35,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.4,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.45,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.5,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.55,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.6,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.65,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.7,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.75,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.8,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.85,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.9,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.95,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.975,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,10,quantile,0.99,7
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.01,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.025,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.05,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.1,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.15,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.2,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.25,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.3,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.35,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.4,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.45,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.5,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.55,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.6,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.65,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.7,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.75,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.8,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.85,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.9,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.95,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.975,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,11,quantile,0.99,1
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.01,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.025,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.05,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.1,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.15,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.2,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.25,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.3,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.35,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.4,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.45,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.5,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.55,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.6,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.65,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.7,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.75,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.8,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.85,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.9,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.95,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.975,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,12,quantile,0.99,130
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.01,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.025,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.05,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.1,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.15,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.2,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.25,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.3,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.35,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.4,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.45,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.5,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.55,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.6,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.65,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.7,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.75,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.8,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.85,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.9,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.95,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.975,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,13,quantile,0.99,18
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.01,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.025,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.05,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.1,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.15,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.2,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.25,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.3,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.35,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.4,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.45,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.5,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.55,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.6,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.65,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.7,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.75,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.8,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.85,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.9,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.95,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.975,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,15,quantile,0.99,11
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.01,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.025,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.05,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.1,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.15,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.2,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.25,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.3,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.35,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.4,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.45,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.5,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.55,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.6,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.65,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.7,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.75,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.8,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.85,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.9,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.95,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.975,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,16,quantile,0.99,6
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.01,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.025,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.05,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.1,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.15,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.2,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.25,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.3,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.35,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.4,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.45,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.5,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.55,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.6,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.65,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.7,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.75,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.8,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.85,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.9,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.95,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.975,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,17,quantile,0.99,71
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.01,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.025,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.05,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.1,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.15,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.2,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.25,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.3,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.35,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.4,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.45,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.5,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.55,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.6,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.65,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.7,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.75,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.8,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.85,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.9,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.95,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.975,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,18,quantile,0.99,47
2026-05-09,-1,wk inc rsv hosp,2026-05-02,19,quantile,0.01,22
2026-05-09,-1,wk inc rsv hosp,2026-05-02,19,quantile,0.025,22
2026-05-09,-1,wk inc rsv hosp,2026-05-02,19,quantile,0.05,22
